Year,Brand,Model,kms_droved,Fuel_type,vehicle_type,No.Of_Owners,Price
2015,Hyundai,i10,"42,697",Petrol,Manual,2nd Owner,"₹3,05,000"
2013,Maruti,Swift,"55,386",Diesel,Manual,1st Owner,"₹5,12,000"
2016,Maruti,Ertiga,"30,022",Petrol,Manual,2nd Owner,"₹6,86,000"
2015,Maruti,S,"58,070",Diesel,Manual,1st Owner,"₹6,46,000"
2017,Maruti,Ertiga,"78,426",Petrol + CNG,Manual,1st Owner,"₹7,91,000"
2012,Maruti,Swift,"44,599",Petrol,Manual,1st Owner,"₹3,96,000"
2015,Maruti,Ertiga,"17,205",Petrol,Manual,1st Owner,"₹7,10,000"
2013,Maruti,Wagon,"72,243",Petrol + CNG,Manual,3rd Owner,"₹2,86,000"
2017,Tata,Tiago,"91,946",Diesel,Manual,2nd Owner,"₹4,04,000"
2014,Maruti,Ertiga,"80,737",Petrol + CNG,Manual,1st Owner,"₹6,48,000"
2019,Tata,Harrier,"49,812",Diesel,Manual,1st Owner,
2012,Maruti,Wagon,"93,610",Petrol + CNG,Manual,2nd Owner,"₹2,62,000"
2014,Hyundai,Verna,"18,106",Petrol,Manual,1st Owner,"₹5,07,000"
2014,Maruti,Wagon,"90,776",Petrol + CNG,Manual,2nd Owner,"₹3,01,000"
2016,Maruti,Ciaz,"82,784",Diesel,Manual,2nd Owner,"₹5,99,000"
2012,Maruti,Swift,"90,017",Petrol,Manual,1st Owner,"₹3,59,000"
2017,Hyundai,Creta,"46,686",Petrol,Manual,1st Owner,"₹7,55,000"
2018,Tata,Tiago,"17,902",Petrol,Manual,1st Owner,"₹4,34,000"
2014,Maruti,Ertiga,"86,803",Petrol + CNG,Manual,1st Owner,"₹6,64,000"
2017,Maruti,Swift,"48,040",Petrol,Manual,1st Owner,"₹4,80,000"
2017,Hyundai,Creta,"89,306",Petrol,Manual,1st Owner,
2015,Maruti,Wagon,"24,359",Petrol,Manual,1st Owner,"₹3,46,000"
2012,Honda,Brio,"34,456",Petrol,Manual,2nd Owner,"₹2,84,500"
2014,Maruti,Wagon,"54,567",Petrol + CNG,Manual,1st Owner,"₹3,36,000"
2019,Ford,Ecosport,"87,495",Diesel,Manual,1st Owner,"₹6,73,000"
2013,Maruti,Ertiga,"57,685",Petrol,Manual,2nd Owner,"₹5,36,000"
2012,Maruti,Swift,"38,673",Petrol,Manual,1st Owner,"₹3,41,000"
2012,Honda,City,"56,589",Petrol,Automatic,1st Owner,"₹4,48,000"
2013,Maruti,Ertiga,"43,637",Petrol,Manual,2nd Owner,"₹5,73,000"
2018,Honda,Amaze,"14,533",Petrol,Automatic,1st Owner,"₹6,61,000"
2019,Maruti,Vitara,"20,880",Diesel,Manual,1st Owner,
2016,Maruti,Ertiga,"56,638",Petrol + CNG,Manual,2nd Owner,"₹7,62,000"
2018,Hyundai,Elite,"90,874",Petrol,Manual,1st Owner,"₹5,42,000"
2020,Maruti,Celerio,"67,216",Petrol + CNG,Manual,1st Owner,"₹4,72,000"
2018,Maruti,Celerio,"42,416",Petrol,Automatic,2nd Owner,"₹4,29,000"
2015,Maruti,Wagon,"65,847",Petrol + CNG,Manual,2nd Owner,"₹3,40,000"
2015,Honda,Brio,"56,999",Petrol,Manual,1st Owner,"₹3,58,000"
2012,Volkswagen,Vento,"41,675",Petrol,Manual,2nd Owner,"₹2,34,000"
2018,Volkswagen,Polo,"64,581",Petrol,Manual,1st Owner,"₹6,21,000"
2021,Hyundai,VENUE,"13,994",Petrol,Manual,1st Owner,
2015,Tata,Zest,"55,463",Petrol,Manual,1st Owner,"₹4,47,000"
2015,Hyundai,Elite,"73,612",Petrol,Manual,1st Owner,"₹5,77,000"
2015,Volkswagen,Polo,"90,228",Diesel,Manual,2nd Owner,"₹5,63,000"
2017,Toyota,Etios,"34,481",Petrol,Manual,3rd Owner,"₹5,84,000"
2015,Maruti,Ciaz,"86,726",Diesel,Manual,1st Owner,"₹6,78,000"
2015,Maruti,Swift,"43,294",Petrol,Manual,1st Owner,"₹5,19,000"
2016,Maruti,Vitara,"94,426",Diesel,Manual,2nd Owner,"₹6,83,000"
2021,Hyundai,Verna,"2,385",Petrol,Manual,1st Owner,
2019,Hyundai,NEW,"30,676",Petrol,Manual,1st Owner,"₹4,66,000"
2016,Toyota,Etios,"48,638",Petrol,Manual,1st Owner,"₹5,79,000"
2019,Maruti,Celerio,"25,803",Petrol,Manual,2nd Owner,"₹4,88,000"
2011,Maruti,Wagon,"80,981",Petrol,Manual,1st Owner,"₹2,83,000"
2017,Renault,Kwid,"27,507",Petrol,Manual,2nd Owner,"₹3,66,000"
2014,Maruti,Alto,"19,778",Petrol,Manual,1st Owner,"₹2,89,000"
2016,Maruti,Baleno,"76,549",Diesel,Manual,1st Owner,"₹6,43,099"
2012,Skoda,Rapid,"49,860",Petrol,Manual,2nd Owner,"₹4,87,000"
2019,Jeep,Compass,"90,366",Diesel,Manual,1st Owner,
2019,Maruti,Swift,"61,877",Diesel,Automatic,1st Owner,"₹7,92,000"
2017,Hyundai,Elite,"37,959",Petrol,Manual,1st Owner,"₹6,96,000"
2012,Maruti,Alto,"30,473",Petrol,Manual,1st Owner,"₹2,80,000"
2020,MG,HECTOR,"39,154",Petrol,Manual,1st Owner,
2017,Honda,Amaze,"29,107",Petrol,Manual,2nd Owner,"₹5,92,000"
2011,Maruti,Swift,"90,834",Diesel,Manual,2nd Owner,"₹3,58,000"
2017,Maruti,Baleno,"40,842",Petrol,Manual,1st Owner,"₹6,35,000"
2014,Maruti,Celerio,"91,204",Petrol,Manual,1st Owner,"₹3,76,000"
2014,Hyundai,i10,"89,191",Petrol,Manual,2nd Owner,"₹3,47,000"
2017,Maruti,Swift,"64,307",Petrol,Manual,1st Owner,"₹5,88,000"
2021,Hyundai,VENUE,"27,755",Diesel,,1st Owner,
2018,Tata,Tiago,"29,576",Petrol,Manual,1st Owner,"₹5,06,999"
2016,Maruti,Swift,"94,477",Diesel,Manual,1st Owner,"₹6,42,000"
2018,Tata,Tiago,"45,107",Petrol,Manual,1st Owner,"₹4,80,000"
2015,Volkswagen,Polo,"92,711",Petrol,Manual,2nd Owner,"₹5,65,000"
2019,Ford,Ecosport,"27,772",Petrol,Manual,1st Owner,
2012,Maruti,Swift,"47,422",Petrol,Manual,1st Owner,"₹4,90,000"
2010,Maruti,Wagon,"59,565",Petrol,Manual,2nd Owner,"₹2,62,000"
2014,Hyundai,Grand,"48,454",Petrol,Manual,1st Owner,"₹4,79,000"
2012,Maruti,A,"78,076",Petrol,Manual,1st Owner,"₹2,79,000"
2014,Renault,Pulse,"77,064",Diesel,Manual,2nd Owner,"₹3,80,000"
2020,Hyundai,Elite,"22,219",Petrol,Manual,2nd Owner,"₹7,73,000"
2017,Maruti,Swift,"29,087",Petrol,Manual,1st Owner,"₹6,29,000"
2017,Maruti,Baleno,"55,910",Petrol,Manual,2nd Owner,"₹6,16,000"
2015,Renault,Duster,"68,450",Diesel,Manual,1st Owner,"₹6,78,000"
2018,Honda,WR-V,"49,995",Diesel,Manual,1st Owner,
2016,Tata,Tiago,"97,122",Petrol,Manual,1st Owner,"₹4,71,000"
2017,Skoda,Rapid,"31,023",Petrol,Manual,2nd Owner,"₹7,41,000"
2011,Maruti,Swift,"59,902",Petrol,Manual,2nd Owner,"₹4,53,000"
2019,Renault,Kwid,"18,953",Petrol,Manual,1st Owner,"₹4,74,000"
2016,Honda,City,"85,175",Petrol,Manual,2nd Owner,"₹6,45,000"
2022,Maruti,IGNIS,364,Petrol,Manual,1st Owner,"₹6,21,000"
2018,Maruti,Baleno,"34,478",Petrol,Manual,2nd Owner,"₹6,73,000"
2016,Hyundai,Creta,"77,366",Petrol,Manual,1st Owner,
2010,Hyundai,Santro,"43,166",Petrol,Manual,1st Owner,"₹2,60,000"
2012,Hyundai,i20,"73,980",Petrol,Manual,3rd Owner,"₹4,21,000"
2022,Hyundai,Creta,"9,585",Diesel,Manual,1st Owner,
2020,Tata,Tiago,"67,413",Petrol,Manual,1st Owner,"₹6,33,000"
2013,Maruti,Swift,"52,458",Diesel,Manual,1st Owner,"₹5,50,000"
2015,Honda,Amaze,"90,826",Petrol,Manual,1st Owner,"₹4,21,700"
2017,Hyundai,i20,"43,470",Petrol,Manual,1st Owner,"₹6,66,000"
2016,Honda,CRV,"67,749",Petrol,Automatic,2nd Owner,
2019,Maruti,S,"21,755",Petrol,Manual,1st Owner,"₹4,89,000"
2018,Maruti,Swift,"49,731",Petrol,Manual,1st Owner,"₹6,55,000"
2010,Hyundai,i10,"95,482",Petrol,Manual,1st Owner,"₹2,91,000"
2020,KIA,SONET,"13,269",Petrol,,1st Owner,
2016,Datsun,Redi,"59,893",Petrol,Manual,1st Owner,"₹2,67,000"
2015,Maruti,Swift,"35,685",Petrol,Manual,1st Owner,"₹5,29,000"
2019,Hyundai,GRAND,"27,276",Petrol,Automatic,1st Owner,"₹7,06,000"
2019,Tata,Tiago,"15,065",Petrol,Manual,2nd Owner,"₹5,11,000"
2019,Ford,Ecosport,"39,576",Diesel,Manual,1st Owner,
2018,Maruti,Alto,"24,358",Petrol,Manual,1st Owner,"₹3,74,000"
2017,Maruti,Ciaz,"31,634",Diesel,Manual,1st Owner,
2022,Maruti,Baleno,"4,902",Petrol,,1st Owner,
2018,Renault,Captur,"73,871",Diesel,Manual,2nd Owner,"₹7,48,000"
2012,Honda,Brio,"72,280",Petrol,Manual,2nd Owner,"₹3,35,000"
2016,Maruti,Swift,"61,599",Petrol,Manual,1st Owner,"₹6,45,000"
2018,Maruti,S,"47,732",Diesel,Manual,1st Owner,
2020,Hyundai,VENUE,"19,122",Petrol,Manual,1st Owner,
2018,Hyundai,Verna,"50,133",Petrol,Manual,1st Owner,
2020,KIA,SELTOS,"29,767",Petrol,Manual,1st Owner,
2016,Renault,Duster,"64,836",Diesel,Manual,2nd Owner,"₹7,39,000"
2014,Hyundai,i20,"74,698",Petrol,Manual,2nd Owner,"₹4,75,000"
2020,Hyundai,Elite,"15,509",Petrol,Manual,2nd Owner,"₹7,87,000"
2017,Tata,TIGOR,"62,104",Petrol,Manual,1st Owner,"₹5,42,000"
2014,Hyundai,Elite,"73,693",Diesel,Manual,2nd Owner,"₹5,90,000"
2016,Maruti,Vitara,"67,977",Diesel,Manual,3rd Owner,"₹7,86,000"
2015,Maruti,Wagon,"21,575",Petrol,Manual,1st Owner,"₹4,22,000"
2020,Hyundai,GRAND,"41,898",Diesel,,2nd Owner,"₹6,79,000"
2010,Maruti,Ritz,"47,698",Petrol,Manual,1st Owner,"₹3,62,000"
2020,KIA,SELTOS,"10,639",Diesel,Automatic,1st Owner,
2018,Maruti,Vitara,"62,634",Diesel,Automatic,1st Owner,
2021,Toyota,Glanza,"4,993",Petrol,Manual,1st Owner,
2012,Maruti,A,"41,161",Petrol,Automatic,3rd Owner,"₹3,23,000"
2010,Hyundai,i10,"76,280",Petrol,Manual,1st Owner,"₹3,01,000"
2021,Tata,PUNCH,"12,498",Petrol,,1st Owner,
2021,Renault,TRIBER,"20,837",Petrol,Automatic,2nd Owner,"₹7,52,000"
2016,Ford,New,"37,352",Petrol,Manual,1st Owner,"₹5,41,000"
2015,Maruti,S,"70,712",Diesel,Manual,1st Owner,"₹7,51,000"
2017,Renault,Kwid,"32,956",Petrol,Manual,1st Owner,"₹4,21,000"
2022,Volkswagen,TAIGUN,"38,846",Petrol,,1st Owner,
2018,Hyundai,Elite,"65,895",Petrol,Manual,1st Owner,"₹7,07,000"
2016,Maruti,Alto,"40,139",Petrol,Manual,1st Owner,"₹3,43,000"
2018,Maruti,Alto,"28,149",Petrol,Manual,2nd Owner,"₹3,29,000"
2019,Skoda,Rapid,"55,007",Petrol,Automatic,2nd Owner,
2021,Maruti,IGNIS,"27,804",Petrol,Manual,1st Owner,"₹5,86,000"
2018,Mahindra,XUV500,"51,327",Diesel,Manual,1st Owner,
2017,Hyundai,Verna,"84,073",Petrol,Manual,1st Owner,"₹7,84,000"
2019,Maruti,Baleno,"31,545",Diesel,Manual,1st Owner,
2019,Maruti,Celerio,"13,207",Petrol,Manual,1st Owner,"₹5,23,000"
2018,Maruti,Wagon,"35,691",Petrol,Manual,1st Owner,"₹4,54,000"
2020,Maruti,S,"67,118",Petrol,Automatic,1st Owner,"₹4,82,000"
2019,KIA,SELTOS,"35,854",Petrol,Manual,1st Owner,
2021,Hyundai,GRAND,"2,135",Petrol,Manual,1st Owner,"₹7,54,000"
2022,Honda,City,438,Petrol,Automatic,1st Owner,
2018,Honda,City,"33,027",Petrol,Manual,1st Owner,
2019,Maruti,Celerio,"62,555",Petrol,Manual,1st Owner,"₹5,05,000"
2019,Hyundai,Creta,"27,139",Petrol,Automatic,1st Owner,
2018,Ford,FREESTYLE,"25,433",Petrol,Manual,1st Owner,"₹6,36,000"
2021,Maruti,Eeco,"6,882",Petrol,Manual,1st Owner,"₹5,32,000"
2017,Hyundai,Grand,"50,433",Petrol,Manual,1st Owner,"₹5,04,000"
2022,Renault,Kiger,"2,656",Petrol,,1st Owner,
2017,Honda,Jazz,"20,071",Petrol,Manual,1st Owner,"₹6,73,000"
2016,Renault,Duster,"53,436",Diesel,Manual,1st Owner,
2020,KIA,SONET,"38,471",Petrol,,1st Owner,
2010,Maruti,Wagon,"51,755",Petrol,Manual,2nd Owner,"₹2,68,000"
2012,Maruti,Alto,"43,282",Petrol,Manual,1st Owner,"₹2,85,000"
2012,Hyundai,i10,"96,600",Petrol,Manual,1st Owner,"₹3,20,000"
2020,Maruti,Dzire,"10,570",Petrol,Manual,1st Owner,"₹7,34,000"
2017,Hyundai,Verna,"48,733",Petrol,Manual,1st Owner,
2014,Honda,City,"59,119",Petrol,Manual,2nd Owner,"₹5,93,000"
2017,Hyundai,Verna,"26,658",Petrol,Manual,1st Owner,
2013,Maruti,Alto,"62,441",Petrol,Manual,2nd Owner,"₹2,69,000"
2015,Maruti,Wagon,"37,740",Petrol,Manual,1st Owner,"₹3,84,000"
2016,Maruti,Vitara,"82,895",Diesel,Manual,1st Owner,
2015,Hyundai,Grand,"63,999",Petrol,Manual,1st Owner,"₹5,17,000"
2016,Hyundai,i20,"48,101",Petrol,Manual,2nd Owner,"₹6,48,000"
2018,Maruti,Alto,"12,343",Petrol,Manual,1st Owner,"₹4,08,000"
2017,Maruti,Vitara,"36,290",Diesel,Manual,2nd Owner,
2018,Tata,Hexa,"76,617",Diesel,Automatic,1st Owner,
2017,Honda,City,"73,129",Diesel,Manual,1st Owner,
2012,Honda,Brio,"69,253",Petrol,Manual,1st Owner,"₹3,64,000"
2017,Hyundai,Grand,"19,356",Petrol,Manual,2nd Owner,"₹4,91,000"
2013,Maruti,Swift,"46,669",Petrol,Manual,1st Owner,"₹5,43,000"
2017,Honda,Brio,"43,650",Petrol,Automatic,1st Owner,"₹6,32,000"
2021,Maruti,New,"12,970",Petrol,Manual,1st Owner,"₹5,96,000"
2022,Nissan,MAGNITE,"2,164",Petrol,,1st Owner,
2020,Hyundai,AURA,"23,540",Petrol,,1st Owner,"₹7,95,000"
2021,Maruti,Baleno,"9,521",Petrol,,1st Owner,
2021,Maruti,S,"10,497",Petrol,Automatic,1st Owner,
2018,Tata,Tiago,"99,119",Petrol,Automatic,1st Owner,"₹5,26,000"
2016,Maruti,Wagon,"80,760",Petrol,Manual,1st Owner,"₹3,93,000"
2020,Maruti,Baleno,"14,051",Petrol,,2nd Owner,
2018,Maruti,Swift,"59,325",Petrol,Automatic,1st Owner,"₹6,82,000"
2018,Hyundai,Creta,"19,535",Petrol,Manual,1st Owner,
2015,Honda,City,"58,843",Petrol,Manual,1st Owner,"₹6,42,000"
2021,Maruti,Swift,"10,263",Petrol,Manual,1st Owner,"₹7,93,000"
2017,Maruti,Baleno,"22,390",Petrol,Automatic,2nd Owner,"₹7,13,000"
2020,Hyundai,GRAND,"8,221",Petrol,Manual,1st Owner,"₹7,12,000"
2017,Honda,Brio,"30,738",Petrol,Manual,1st Owner,"₹5,51,000"
2019,Maruti,New,"3,660",Petrol,Manual,1st Owner,"₹5,78,000"
2013,Hyundai,i10,"44,913",Petrol,Manual,2nd Owner,"₹3,51,000"
2018,Tata,NEXON,"43,858",Petrol,Manual,2nd Owner,
2015,Hyundai,i10,"27,690",Petrol,Manual,2nd Owner,"₹3,87,000"
2021,Renault,Kwid,"4,329",Petrol,Manual,1st Owner,"₹5,53,000"
2016,Volkswagen,Vento,"41,836",Petrol,Automatic,2nd Owner,
2019,Hyundai,Grand,"77,360",Petrol,Manual,1st Owner,"₹5,69,000"
2019,Mahindra,XUV,"32,137",Diesel,,1st Owner,
2018,Mahindra,XUV500,"43,791",Diesel,Manual,1st Owner,
2013,Maruti,Swift,"84,755",Petrol,Manual,2nd Owner,"₹5,29,000"
2021,Tata,NEXON,"19,769",Petrol,Manual,1st Owner,
2018,Hyundai,i20,"10,625",Petrol,Manual,1st Owner,
2019,Hyundai,NEW,"30,828",Petrol,Manual,1st Owner,"₹5,01,000"
2016,Maruti,Baleno,"53,181",Petrol,,2nd Owner,"₹6,28,000"
2018,Renault,Kwid,"36,217",Petrol,Automatic,1st Owner,"₹4,36,000"
2016,Hyundai,Eon,"59,352",Petrol,Manual,1st Owner,"₹3,22,000"
2016,Hyundai,Verna,"49,575",Diesel,Manual,1st Owner,
2020,KIA,SONET,"15,254",Petrol,,1st Owner,
2016,Maruti,Celerio,"89,986",Petrol,Automatic,1st Owner,"₹4,53,000"
2021,Tata,NEXON,"13,539",Diesel,Manual,1st Owner,
2020,Hyundai,VENUE,"24,354",Petrol,Automatic,1st Owner,
2015,Hyundai,Verna,"35,115",Petrol,Manual,1st Owner,"₹7,10,000"
2015,Maruti,Ritz,"57,109",Petrol,Manual,1st Owner,"₹4,58,000"
2019,Ford,FREESTYLE,"17,896",Petrol,Manual,2nd Owner,"₹6,24,000"
2018,Maruti,Vitara,"62,578",Diesel,Manual,2nd Owner,
2014,Maruti,Wagon,"90,429",Petrol,Manual,2nd Owner,"₹3,54,000"
2020,MG,HECTOR,"5,860",Diesel,,1st Owner,
2021,Maruti,Eeco,"17,706",Petrol,Manual,1st Owner,"₹5,28,000"
2013,Hyundai,i10,"47,051",Petrol,Manual,1st Owner,"₹3,62,000"
2017,Nissan,Micra,"58,938",Petrol,Manual,2nd Owner,"₹4,30,000"
2018,Honda,Amaze,"10,532",Petrol,Automatic,1st Owner,"₹7,98,000"
2021,Mahindra,MARAZZO,"9,585",Diesel,,1st Owner,
2017,Renault,Kwid,"37,357",Petrol,Automatic,1st Owner,"₹4,20,000"
2016,Hyundai,Grand,"47,796",Petrol,Manual,1st Owner,"₹5,03,000"
2019,Renault,Kwid,"19,927",Petrol,Manual,1st Owner,"₹4,30,000"
2012,Hyundai,i10,"54,812",Petrol,Manual,1st Owner,"₹3,63,000"
2017,Volkswagen,Vento,"69,593",Petrol,Automatic,1st Owner,
2011,Maruti,Wagon,"73,577",Petrol,Manual,1st Owner,"₹3,19,000"
2015,Toyota,Corolla,"45,164",Petrol,Manual,2nd Owner,
2016,Hyundai,Creta,"37,532",Diesel,Manual,1st Owner,
2017,Datsun,Redi,"26,866",Petrol,Manual,2nd Owner,"₹3,01,000"
2011,Hyundai,Santro,"59,621",Petrol,Manual,2nd Owner,"₹2,86,000"
2016,Maruti,Celerio,"53,135",Petrol,Automatic,1st Owner,"₹4,72,000"
2018,Maruti,Alto,"53,412",Petrol,Automatic,1st Owner,"₹4,16,000"
2020,Hyundai,VENUE,"67,527",Petrol,Manual,1st Owner,
2014,Maruti,Wagon,"33,952",Petrol,Manual,2nd Owner,"₹3,73,000"
2017,Hyundai,Grand,"25,943",Petrol,Manual,1st Owner,"₹5,72,000"
2015,Maruti,Wagon,"44,623",Petrol,Manual,1st Owner,"₹4,33,000"
2017,Maruti,Wagon,"11,995",Petrol,Manual,2nd Owner,"₹4,36,000"
2016,Hyundai,Grand,"18,831",Petrol,Manual,3rd Owner,"₹4,91,000"
2022,Renault,Kiger,"5,542",Petrol,,1st Owner,
2017,Hyundai,Grand,"45,502",Petrol,Manual,1st Owner,"₹5,13,000"
2014,Maruti,Swift,"50,960",Petrol,Manual,1st Owner,"₹5,35,000"
2019,Maruti,Alto,"40,919",Petrol,Manual,2nd Owner,"₹3,86,000"
2019,Honda,WR-V,"15,638",Petrol,Manual,1st Owner,
2018,Maruti,Dzire,"25,101",Petrol,Manual,2nd Owner,"₹6,54,000"
2013,Toyota,Etios,"65,941",Petrol,Manual,1st Owner,"₹4,95,000"
2018,Maruti,IGNIS,"43,398",Petrol,Manual,1st Owner,"₹6,18,000"
2014,Hyundai,Grand,"34,871",Petrol,Manual,1st Owner,"₹4,56,000"
2012,Maruti,Zen,"78,146",Petrol,Manual,2nd Owner,"₹2,63,000"
2019,Honda,City,"34,374",Petrol,Manual,1st Owner,
2017,Hyundai,Grand,"22,002",Petrol,Automatic,2nd Owner,"₹6,33,000"
2014,Hyundai,Grand,"49,496",Petrol,Manual,2nd Owner,"₹4,32,000"
2019,Maruti,Ciaz,"36,863",Petrol,Manual,2nd Owner,"₹7,90,000"
2016,Maruti,Alto,"34,863",Petrol,Automatic,1st Owner,"₹4,06,000"
2014,Maruti,Swift,"66,816",Petrol,Manual,1st Owner,"₹5,68,000"
2015,Maruti,Alto,"69,910",Petrol,Manual,2nd Owner,"₹2,98,000"
2012,Maruti,Wagon,"58,422",Petrol,Manual,1st Owner,"₹3,65,000"
2017,Maruti,Baleno,"15,964",Petrol,,2nd Owner,"₹7,48,000"
2018,Maruti,Dzire,"47,307",Diesel,Automatic,1st Owner,
2018,Honda,City,"20,143",Petrol,Manual,1st Owner,
2020,Maruti,New,"11,327",Petrol,Manual,1st Owner,"₹6,36,000"
2015,Hyundai,Elite,"32,587",Petrol,Manual,2nd Owner,"₹6,40,000"
2018,Maruti,Celerio,"27,841",Petrol,Automatic,2nd Owner,"₹4,94,000"
2016,Maruti,Swift,"96,344",Diesel,Automatic,1st Owner,"₹6,69,000"
2017,Maruti,Alto,"75,967",Petrol,Manual,1st Owner,"₹3,22,000"
2012,Hyundai,Eon,"64,595",Petrol,Manual,2nd Owner,"₹2,68,000"
2015,Hyundai,Grand,"20,854",Petrol,Manual,2nd Owner,"₹4,49,000"
2013,Maruti,Ritz,"66,671",Petrol,Manual,1st Owner,"₹4,04,000"
2013,Renault,Duster,"97,674",Diesel,Manual,1st Owner,"₹6,21,000"
2013,Maruti,Ritz,"39,615",Petrol,Manual,1st Owner,"₹4,39,401"
2017,Hyundai,Xcent,"57,227",Petrol,Manual,2nd Owner,"₹5,47,000"
2019,KIA,SELTOS,"41,979",Petrol,Automatic,1st Owner,
2014,Maruti,Swift,"40,507",Petrol,Manual,1st Owner,"₹5,80,000"
2021,Renault,TRIBER,"5,948",Petrol,Automatic,2nd Owner,
2016,Hyundai,Creta,"33,800",Diesel,Automatic,2nd Owner,
2019,Maruti,Dzire,"80,558",Diesel,Automatic,1st Owner,"₹7,61,000"
2018,Hyundai,Eon,"13,842",Petrol,Manual,2nd Owner,"₹4,12,000"
2014,Hyundai,Grand,"53,604",Petrol,Manual,2nd Owner,"₹4,22,000"
2015,Maruti,Swift,"98,094",Petrol,Manual,2nd Owner,"₹5,21,000"
2015,Maruti,Celerio,"46,601",Petrol,Automatic,2nd Owner,"₹4,43,000"
2018,Maruti,Baleno,"35,035",Petrol,Automatic,1st Owner,
2011,Hyundai,i10,"29,450",Petrol,Manual,2nd Owner,"₹3,21,000"
2021,Maruti,S,"22,190",Petrol,,2nd Owner,
2020,Maruti,S,"29,041",Petrol,Manual,1st Owner,"₹4,96,000"
2020,KIA,SONET,"12,985",Petrol,,1st Owner,
2014,Hyundai,Grand,"64,959",Diesel,Manual,1st Owner,"₹4,72,000"
2019,Hyundai,Elite,"58,406",Petrol,Manual,1st Owner,"₹7,31,000"
2020,Renault,Kwid,"24,920",Petrol,Manual,1st Owner,"₹4,83,000"
2017,Renault,Kwid,"23,090",Petrol,Automatic,2nd Owner,"₹4,39,000"
2022,Maruti,Alto,"4,812",Petrol,Manual,1st Owner,"₹4,42,000"
2017,Honda,WR-V,"21,926",Diesel,Manual,2nd Owner,
2020,Tata,ALTROZ,"9,326",Petrol,Manual,1st Owner,
2020,Hyundai,NEW,"16,957",Petrol,Manual,1st Owner,"₹5,55,000"
2012,Maruti,Alto,"30,579",Petrol,Manual,1st Owner,"₹2,98,000"
2021,Toyota,URBAN,"10,082",Petrol,,1st Owner,
2014,Maruti,Alto,"23,981",Petrol,Manual,1st Owner,"₹3,17,000"
2017,Honda,Jazz,"33,686",Petrol,Automatic,1st Owner,"₹7,30,000"
2021,Maruti,S,"5,698",Petrol,,1st Owner,
2018,Hyundai,Grand,"76,215",Petrol,Manual,2nd Owner,"₹5,63,000"
2017,Hyundai,Xcent,"18,347",Petrol,Manual,2nd Owner,"₹6,08,000"
2019,Hyundai,New,"25,472",Diesel,Manual,2nd Owner,
2018,Hyundai,NEW,"17,076",Petrol,Manual,1st Owner,"₹5,77,000"
2019,Hyundai,Verna,"21,667",Petrol,Automatic,1st Owner,
2019,Renault,Duster,"49,102",Diesel,Manual,1st Owner,
2017,Renault,Duster,"65,650",Diesel,Automatic,2nd Owner,
2019,Maruti,Alto,"26,911",Petrol,Manual,1st Owner,"₹3,95,000"
2020,Hyundai,Elite,"30,960",Petrol,Manual,1st Owner,
2016,Hyundai,Creta,"78,329",Diesel,Manual,2nd Owner,
2017,Maruti,Dzire,"39,313",Petrol,Manual,1st Owner,"₹7,36,000"
2021,Maruti,Vitara,"12,656",Petrol,Manual,1st Owner,
2016,Ford,Ecosport,"51,943",Petrol,Automatic,2nd Owner,"₹7,05,000"
2019,Maruti,Eeco,"31,631",Petrol,Manual,1st Owner,"₹4,80,000"
2016,Hyundai,Creta,"65,034",Diesel,Automatic,2nd Owner,
2014,Honda,Amaze,"76,438",Petrol,Manual,2nd Owner,"₹4,54,000"
2018,Maruti,Swift,"18,100",Petrol,Automatic,1st Owner,"₹7,65,000"
2021,Tata,NEXON,"65,433",Petrol,Manual,1st Owner,
2015,Honda,Jazz,"36,582",Petrol,Manual,2nd Owner,"₹6,20,000"
2020,Tata,NEXON,"20,309",Petrol,Manual,1st Owner,
2019,Honda,Jazz,"7,019",Petrol,Automatic,1st Owner,
2017,Hyundai,Xcent,"14,566",Petrol,Manual,1st Owner,"₹6,55,000"
2017,Tata,Tiago,"65,259",Petrol,Manual,1st Owner,"₹5,10,000"
2015,Hyundai,Grand,"48,526",Diesel,Manual,3rd Owner,"₹5,05,000"
2014,Maruti,Wagon,"46,987",Petrol,Manual,2nd Owner,"₹3,72,000"
2021,Maruti,S,"30,832",Petrol,Automatic,1st Owner,"₹5,18,000"
2021,Maruti,S,"3,507",Petrol + CNG,Manual,1st Owner,"₹5,80,000"
2018,Maruti,Celerio,"78,892",Petrol,Manual,2nd Owner,"₹4,58,000"
2017,Maruti,Ciaz,"65,812",Petrol,Manual,2nd Owner,"₹6,57,000"
2017,Hyundai,i20,"55,332",Petrol,Manual,1st Owner,"₹7,02,000"
2014,Nissan,Micra,"29,201",Petrol,Manual,1st Owner,"₹4,57,000"
2020,Tata,NEXON,"37,395",Diesel,Manual,1st Owner,
2011,Hyundai,Santro,"57,563",Petrol,Manual,1st Owner,"₹3,03,000"
2017,Honda,Jazz,"34,981",Petrol,Manual,1st Owner,"₹6,72,000"
2017,Maruti,Swift,"61,306",Petrol,Manual,1st Owner,"₹6,45,000"
2012,Hyundai,i10,"69,922",Petrol,Manual,1st Owner,"₹3,56,000"
2016,Nissan,Terrano,"63,835",Diesel,Manual,1st Owner,
2017,Volkswagen,Ameo,"45,867",Diesel,Automatic,2nd Owner,"₹7,26,000"
2016,Maruti,Swift,"31,126",Petrol,Manual,2nd Owner,"₹5,52,000"
